"vidid","adview"
"VID_17853",5
"VID_9036",4
"VID_487",4
"VID_6002",3
"VID_13067",3
"VID_1230",1256
"VID_10247",6
"VID_20789",29
"VID_22866",3
"VID_3131",4
"VID_23112",3
"VID_7848",5
"VID_15726",2
"VID_16931",4
"VID_12027",4
"VID_11663",19
"VID_5510",3
"VID_2953",3
"VID_12203",3
"VID_9578",3
"VID_4927",4
"VID_17804",13
"VID_16733",5
"VID_707",5
"VID_16334",7
"VID_11444",4
"VID_16944",5
"VID_406",7
"VID_11200",2
"VID_6082",5
"VID_17077",3
"VID_12120",5
"VID_18751",4
"VID_22578",3
"VID_10744",29423
"VID_3062",3
"VID_16724",5
"VID_18072",3
"VID_19114",4
"VID_22030",18
"VID_2269",2
"VID_13298",4
"VID_17090",3
"VID_17358",4
"VID_16540",6
"VID_9248",5
"VID_15585",5
"VID_19347",2
"VID_21447",4
"VID_13179",9
"VID_4715",4
"VID_16761",2
"VID_17408",4
"VID_12568",3
"VID_12409",2
"VID_19916",19
"VID_16481",3
"VID_12539",6
"VID_19279",5
"VID_12943",3
"VID_4659",27
"VID_18232",7
"VID_19162",3
"VID_19730",9
"VID_21800",2
"VID_9676",6
"VID_22343",9
"VID_17323",3
"VID_12127",3
"VID_10102",4
"VID_14077",3
"VID_1515",3
"VID_18952",23
"VID_23494",4
"VID_7222",6
"VID_4804",7
"VID_9600",3
"VID_14184",4
"VID_17029",4
"VID_12733",5
"VID_20713",6
"VID_16978",3
"VID_21426",2
"VID_4682",3
"VID_5067",5
"VID_5967",3
"VID_3160",3
"VID_8015",4
"VID_8314",3
"VID_9061",6
"VID_16054",2
"VID_14914",5
"VID_2782",3
"VID_3405",5
"VID_13973",2
"VID_20293",3
"VID_13331",7
"VID_19058",4
"VID_6758",16
"VID_3893",5
"VID_2712",3
"VID_13854",3
"VID_16032",2
"VID_8816",4
"VID_11284",7
"VID_7030",2
"VID_23648",4
"VID_9266",3
"VID_4866",3
"VID_11410",4
"VID_6130",4
"VID_20754",3
"VID_9062",3
"VID_16223",4
"VID_8874",5
"VID_19747",11
"VID_11152",5
"VID_948",5
"VID_6212",4
"VID_23350",2
"VID_12698",3
"VID_7895",8
"VID_22828",6
"VID_15826",3
"VID_19229",4
"VID_16620",3
"VID_520",2
"VID_14306",4
"VID_23403",3
"VID_5068",10
"VID_151",5
"VID_16440",2
"VID_6639",4
"VID_10294",1
"VID_11491",4
"VID_21071",5
"VID_6036",3
"VID_10528",6
"VID_16805",3
"VID_13016",4
"VID_12357",5
"VID_21135",8
"VID_14654",4
"VID_4527",6
"VID_358",10
"VID_9344",4
"VID_6680",7
"VID_20648",2
"VID_17740",8
"VID_19803",2
"VID_2895",8
"VID_21528",2
"VID_9297",3
"VID_13766",5
"VID_4882",4
"VID_15857",5
"VID_12661",3
"VID_3685",4
"VID_20790",4
"VID_8500",4
"VID_11100",3
"VID_8719",4
"VID_8322",3
"VID_15001",4
"VID_12322",3
"VID_7261",4
"VID_6203",6
"VID_16731",3
"VID_11416",5
"VID_21849",2
"VID_7923",9
"VID_6247",3
"VID_14460",4
"VID_23485",4
"VID_9329",4
"VID_14827",4
"VID_18237",3
"VID_13840",4
"VID_9229",3
"VID_7162",5
"VID_17313",3
"VID_21629",6
"VID_9591",3
"VID_11437",4
"VID_13076",189
"VID_14681",5
"VID_10378",3
"VID_21873",2
"VID_9282",4
"VID_3554",3
"VID_9884",986
"VID_8583",13
"VID_7617",5
"VID_1284",21
"VID_1594",4
"VID_2902",5
"VID_2160",4
"VID_2357",5
"VID_4012",4
"VID_7932",5
"VID_16858",4
"VID_15431",3
"VID_19393",2
"VID_9371",4
"VID_16347",4
"VID_10564",6
"VID_5634",2
"VID_21704",34
"VID_5415",4
"VID_1925",7
"VID_21687",3
"VID_23616",17
"VID_248",3
"VID_2689",3
"VID_3650",3
"VID_3025",3
"VID_11174",10
"VID_4953",5
"VID_18607",3
"VID_21054",7
"VID_2173",2
"VID_11057",3
"VID_13724",3
"VID_13430",3
"VID_9390",8
"VID_18342",3
"VID_11777",4
"VID_19047",3
"VID_172",3
"VID_3718",4
"VID_22213",10
"VID_5696",4
"VID_20334",3
"VID_1007",6
"VID_13102",5
"VID_21651",4
"VID_2009",6
"VID_21017",8
"VID_4382",2
"VID_4515",4
"VID_3179",3
"VID_23587",3
"VID_12356",6
"VID_18669",3
"VID_6952",3
"VID_4156",4
"VID_2031",5
"VID_20255",4
"VID_14817",5
"VID_777",5
"VID_3995",5
"VID_10014",5
"VID_10300",4
"VID_2465",3
"VID_17701",12
"VID_4175",4
"VID_15136",4
"VID_9687",5
"VID_12630",4
"VID_9851",4
"VID_16471",8
"VID_17782",4
"VID_12983",5
"VID_3696",3
"VID_17888",4
"VID_22337",14
"VID_11385",5
"VID_13508",4
"VID_4664",3
"VID_12336",3
"VID_3184",4
"VID_4506",9
"VID_7887",4
"VID_1583",8
"VID_9477",7
"VID_21725",3
"VID_1960",3
"VID_13998",4
"VID_12243",8
"VID_993",5
"VID_16091",4
"VID_17591",6
"VID_2311",3
"VID_22345",6
"VID_2342",8
"VID_8959",4
"VID_3423",4
"VID_942",5
"VID_17251",2
"VID_10831",5
"VID_7424",5
"VID_6404",3
"VID_18918",3
"VID_22132",8
"VID_22341",15
"VID_18590",4
"VID_5215",4
"VID_16189",5
"VID_3013",2
"VID_12801",4601
"VID_7074",3
"VID_21595",5
"VID_5007",4
"VID_15854",3
"VID_2369",4
"VID_554",6
"VID_20809",11
"VID_16735",3
"VID_3212",4
"VID_3137",3
"VID_17255",16
"VID_19709",8
"VID_13463",3
"VID_8118",4
"VID_15978",3
"VID_3478",6
"VID_5275",6
"VID_8837",6
"VID_21230",8
"VID_19256",3
"VID_4054",3
"VID_9515",13082
"VID_15224",5
"VID_10509",5
"VID_570",4
"VID_18401",3
"VID_5981",4
"VID_3077",5
"VID_742",6
"VID_19034",2
"VID_17070",3
"VID_11392",4
"VID_6577",4
"VID_15161",6
"VID_20311",3
"VID_8374",5
"VID_22056",4
"VID_8221",4
"VID_11338",4094
"VID_6994",3
"VID_15998",6
"VID_18844",2
"VID_19272",3
"VID_11191",4
"VID_7732",4
"VID_10954",4
"VID_17960",4
"VID_2865",2
"VID_8654",36
"VID_10308",4
"VID_10468",4
"VID_5692",5
"VID_18943",8
"VID_6756",3
"VID_2479",3
"VID_16749",4
"VID_20222",6
"VID_16310",11
"VID_11929",3
"VID_17964",12
"VID_8219",5
"VID_9671",4
"VID_9700",2
"VID_23284",4
"VID_19493",8
"VID_3123",3
"VID_10681",81
"VID_18985",4
"VID_15460",4
"VID_15406",4
"VID_12559",7
"VID_19679",3
"VID_15305",4
"VID_22174",3
"VID_4220",6
"VID_14092",4
"VID_540",8
"VID_4663",4
"VID_22875",6
"VID_5047",5
"VID_16179",4
"VID_6524",4
"VID_15701",2
"VID_2125",2
"VID_13225",3
"VID_7398",4
"VID_7756",4
"VID_2183",3
"VID_9525",3
"VID_11901",6
"VID_10810",3
"VID_1126",5
"VID_8232",29
"VID_16675",4
"VID_2995",2
"VID_366",3
"VID_9273",4
"VID_15580",4
"VID_8392",3
"VID_21183",3
"VID_19964",14
"VID_8670",10708
"VID_12176",4
"VID_11534",5
"VID_5680",4
"VID_21288",3
"VID_11161",3
"VID_19849",2
"VID_21412",8
"VID_11465",5
"VID_22015",5
"VID_2691",2
"VID_19334",14
"VID_6162",4
"VID_13451",3
"VID_12214",4
"VID_10943",4
"VID_12722",4
"VID_11298",5
"VID_18240",4
"VID_9558",2
"VID_7218",4
"VID_21065",5
"VID_2724",4
"VID_21578",9
"VID_1048",7
"VID_10801",8
"VID_1722",4
"VID_19293",3
"VID_10052",3
"VID_19400",2
"VID_18792",6
"VID_21334",4
"VID_7294",5
"VID_1634",2
"VID_21201",25
"VID_415",3
"VID_3072",3
"VID_1464",3
"VID_18400",7
"VID_4992",3
"VID_16747",6
"VID_17491",4
"VID_12664",5
"VID_489",3
"VID_22646",6
"VID_1716",4
"VID_9767",3
"VID_16415",8
"VID_12813",3
"VID_15634",3
"VID_212",2
"VID_20184",5
"VID_4055",7
"VID_8312",4
"VID_20468",6
"VID_11575",5
"VID_19446",5
"VID_17936",2
"VID_11527",4
"VID_1026",1
"VID_22134",4
"VID_21568",57
"VID_610",3
"VID_10457",6
"VID_10503",4
"VID_12089",2
"VID_2819",4
"VID_21033",103
"VID_20642",8
"VID_23328",4
"VID_6324",6
"VID_7809",3
"VID_13209",3
"VID_22376",6
"VID_11892",3
"VID_6354",4
"VID_21134",3
"VID_1367",4
"VID_7132",4
"VID_13010",4
"VID_16384",8
"VID_9208",3
"VID_22406",6
"VID_10674",2
"VID_11599",5
"VID_14272",18
"VID_10530",3
"VID_8004",3
"VID_8790",4
"VID_6313",3
"VID_3231",3
"VID_14615",3
"VID_14196",4
"VID_11697",4
"VID_81",3
"VID_22272",14
"VID_9114",3
"VID_3910",4
"VID_18574",15
"VID_2666",5
"VID_2833",2
"VID_11434",4
"VID_8881",4
"VID_5219",4
"VID_19882",3
"VID_8083",4
"VID_18777",18
"VID_2245",3
"VID_14884",5
"VID_17548",3
"VID_5944",3
"VID_10123",4
"VID_7542",4
"VID_5998",4
"VID_19084",6
"VID_15524",2
"VID_5438",3
"VID_10434",6
"VID_22871",6
"VID_4391",5
"VID_17631",36
"VID_18098",3
"VID_14938",6
"VID_468",2
"VID_13066",3
"VID_16966",4
"VID_8795",8
"VID_16424",5
"VID_1660",4
"VID_10336",3
"VID_16819",2
"VID_15098",5
"VID_19761",22
"VID_23716",3
"VID_1134",4
"VID_7592",4
"VID_2846",2
"VID_2559",2
"VID_14668",4
"VID_17396",4
"VID_4675",20
"VID_6838",5
"VID_15368",4
"VID_7647",5
"VID_4994",3
"VID_11944",8
"VID_69",3
"VID_2328",4
"VID_11840",4
"VID_8892",4
"VID_19687",10
"VID_22821",5
"VID_12769",6
"VID_4727",4
"VID_582",4
"VID_17656",6
"VID_17981",8
"VID_20819",3
"VID_15559",3
"VID_2050",4
"VID_7257",5
"VID_12139",3
"VID_10384",9
"VID_4747",3
"VID_16336",3
"VID_15652",2
"VID_6078",2
"VID_18843",3
"VID_14019",4
"VID_18276",4
"VID_16395",3
"VID_10117",4
"VID_7527",4
"VID_4748",6
"VID_21361",3
"VID_21903",10
"VID_17496",4
"VID_17477",3
"VID_20582",5
"VID_3397",4
"VID_17037",5
"VID_23042",3
"VID_16019",3
"VID_13660",10
"VID_14911",5
"VID_2444",2
"VID_20299",4
"VID_21662",111
"VID_17544",4
"VID_23617",4
"VID_11135",4
"VID_17660",5
"VID_16776",3
"VID_17032",3
"VID_8652",5
"VID_21991",3
"VID_8290",5
"VID_16211",4
"VID_12960",10
"VID_408",18
"VID_2208",2
"VID_17141",4
"VID_1109",5
"VID_20633",2
"VID_11331",2
"VID_21222",4
"VID_9565",4
"VID_3053",3
"VID_9867",13
"VID_23288",2
"VID_6921",5
"VID_2673",4
"VID_14769",4
"VID_17241",3
"VID_14074",4
"VID_18198",4
"VID_3116",2
"VID_6920",5
"VID_4615",5
"VID_12002",6
"VID_12743",4
"VID_1080",17
"VID_12318",6
"VID_3832",4
"VID_16582",3
"VID_22801",4
"VID_17392",3
"VID_11169",4
"VID_16557",3
"VID_2870",5
"VID_21945",7
"VID_23275",4
"VID_9606",3
"VID_16305",7
"VID_3693",4
"VID_643",8
"VID_11486",5
"VID_6201",5
"VID_3056",2
"VID_22383",5
"VID_15033",4
"VID_14798",214
"VID_14812",23
"VID_6362",4
"VID_9180",8
"VID_17978",5
"VID_14982",4
"VID_6973",5
"VID_4710",3
"VID_12339",6
"VID_13101",4
"VID_20077",7
"VID_882",10
"VID_7913",7
"VID_6788",4
"VID_5784",4
"VID_18050",3
"VID_3071",2
"VID_22111",5
"VID_12755",4
"VID_17476",4
"VID_3805",4
"VID_11028",3
"VID_20261",2
"VID_10372",5
"VID_22092",8
"VID_3216",5
"VID_12842",3
"VID_3135",4
"VID_12208",9
"VID_11398",5
"VID_1220",6
"VID_13796",4
"VID_17920",2
"VID_309",2
"VID_17973",6
"VID_21314",41
"VID_12876",5
"VID_3553",4
"VID_21451",3
"VID_6193",6
"VID_21667",3
"VID_1405",6
"VID_2292",2
"VID_23274",3
"VID_13245",4
"VID_4180",2
"VID_18285",5
"VID_8343",3
"VID_18796",4
"VID_20545",5
"VID_10490",12
"VID_5386",4
"VID_875",41
"VID_18338",5
"VID_13654",19
"VID_4366",3
"VID_11971",4
"VID_23666",6
"VID_7991",4
"VID_21320",10
"VID_14980",4
"VID_19851",2
"VID_5807",4
"VID_8017",3
"VID_1030",5
"VID_1209",2
"VID_12026",5
"VID_16635",4
"VID_17000",10
"VID_4749",3
"VID_7734",4
"VID_18020",3
"VID_4933",4
"VID_2526",4
"VID_828",2
"VID_18375",4
"VID_13672",3
"VID_8117",3
"VID_7364",4
"VID_15775",2
"VID_4439",4
"VID_2919",11
"VID_5045",4
"VID_7463",3
"VID_2815",2
"VID_23179",3
"VID_21260",4
"VID_19106",3
"VID_23756",10
"VID_18174",3
"VID_2071",2
"VID_22432",4
"VID_13140",35
"VID_6637",5
"VID_2615",9
"VID_7853",4
"VID_2111",5
"VID_12392",4
"VID_16660",3
"VID_10047",4
"VID_2510",5
"VID_10298",3
"VID_19982",3
"VID_11828",4
"VID_21263",14
"VID_10475",4
"VID_16901",4
"VID_16929",5
"VID_7586",5
"VID_22090",6
"VID_18836",5
"VID_12796",5
"VID_4996",5
"VID_1765",13
"VID_20004",3
"VID_6461",4
"VID_10041",5
"VID_14569",3
"VID_4331",9
"VID_13645",2
"VID_1029",3
"VID_22231",3
"VID_23654",4
"VID_21768",3
"VID_20739",5
"VID_346",6
"VID_4400",5
"VID_15912",5
"VID_9978",3
"VID_13691",4
"VID_16874",2
"VID_5922",3
"VID_11179",5
"VID_21641",5
"VID_12773",3
"VID_23076",3
"VID_8291",2
"VID_21724",11
"VID_2855",3
"VID_909",6
"VID_17242",3
"VID_9486",2
"VID_12947",3
"VID_14210",7
"VID_6059",5
"VID_2322",2
"VID_12915",4
"VID_16643",5
"VID_16500",3
"VID_12752",3
"VID_9917",3
"VID_4821",3
"VID_20341",2
"VID_20779",98
"VID_23333",4
"VID_874",7
"VID_4492",13
"VID_5954",4
"VID_10538",5
"VID_16206",2
"VID_19140",22
"VID_21185",5
"VID_5322",4
"VID_9169",78
"VID_2886",2
"VID_20740",8
"VID_8170",4
"VID_22602",41
"VID_14273",26
"VID_20676",3
"VID_8547",3
"VID_6647",4
"VID_15964",5
"VID_10251",16
"VID_16910",4
"VID_19039",12
"VID_12097",4
"VID_20760",6
"VID_6394",4
"VID_3500",4
"VID_3908",3
"VID_5543",4
"VID_11463",5
"VID_13300",4
"VID_11394",4
"VID_83",6
"VID_10927",5
"VID_471",3
"VID_4855",9
"VID_20960",38
"VID_23358",3
"VID_13880",3
"VID_22758",53
"VID_22739",3
"VID_7358",4
"VID_5584",5
"VID_19458",4
"VID_22177",3
"VID_16935",5
"VID_1079",5
"VID_22179",2
"VID_3295",11
"VID_544",7
"VID_9496",11
"VID_14271",5
"VID_5789",5
"VID_12760",3
"VID_18350",7
"VID_22309",3
"VID_13908",169
"VID_18977",4
"VID_23357",4
"VID_12481",3
"VID_3680",4
"VID_3395",5
"VID_22154",3
"VID_5997",4
"VID_13995",2
"VID_20030",3
"VID_17650",35
"VID_14885",5
"VID_14741",5
"VID_7885",3
"VID_5339",3
"VID_2856",5
"VID_11168",7
"VID_12990",6
"VID_12271",5
"VID_7632",5
"VID_9294",4
"VID_21993",12
"VID_9280",3
"VID_2729",3
"VID_2260",3
"VID_842",6
"VID_7730",147
"VID_10325",6
"VID_12079",4
"VID_5210",4
"VID_10779",12
"VID_12555",2
"VID_14233",4
"VID_1822",4
"VID_23380",3
"VID_21764",8
"VID_23308",2
"VID_11288",4
"VID_21586",5
"VID_6925",5
"VID_11059",4
"VID_10397",3
"VID_17706",7
"VID_17635",4
"VID_19282",3
"VID_7523",5
"VID_23214",3
"VID_21680",26
"VID_5476",4
"VID_16020",3
"VID_5963",3
"VID_2789",3
"VID_4186",3
"VID_13026",22
"VID_21775",6
"VID_5493",3
"VID_13211",2
"VID_9669",3
"VID_8914",4
"VID_7876",5
"VID_22125",2
"VID_11308",3
"VID_4985",4
"VID_9027",12
"VID_1451",8
"VID_20102",4
"VID_8725",3
"VID_5393",2
"VID_22363",3
"VID_21165",2
"VID_17968",3
"VID_3788",4
"VID_11947",4
"VID_5124",3
"VID_21474",4
"VID_22000",6
"VID_3450",3
"VID_15724",3
"VID_8581",7
"VID_7204",4
"VID_14200",8
"VID_13534",4
"VID_2913",4
"VID_17416",4
"VID_646",27
"VID_16846",4
"VID_14857",5
"VID_14101",5
"VID_23093",6
"VID_11770",3
"VID_20305",3
"VID_2905",4
"VID_6779",4
"VID_21691",3
"VID_18006",3
"VID_20018",3
"VID_4590",4
"VID_10598",2
"VID_4696",4
"VID_1837",5
"VID_10846",3
"VID_2843",2
"VID_12191",4
"VID_14072",5
"VID_11667",7
"VID_7825",8
"VID_15153",3
"VID_1584",5
"VID_4975",6
"VID_9691",2
"VID_4721",2
"VID_21155",4
"VID_16547",2
"VID_4483",2
"VID_17455",20
"VID_11509",4
"VID_17842",5
"VID_12545",3
"VID_5909",3
"VID_6834",5
"VID_7961",4
"VID_4065",5
"VID_5187",5
"VID_21335",7
"VID_21882",4
"VID_4181",4
"VID_2543",2
"VID_8102",4
"VID_20978",3
"VID_14562",4
"VID_16024",3
"VID_11289",3
"VID_16147",2
"VID_22294",10
"VID_22066",3
"VID_145",3
"VID_3332",2
"VID_14907",4
"VID_20434",3
"VID_13821",4
"VID_9018",8
"VID_20375",8
"VID_7129",28
"VID_21285",4
"VID_17905",3
"VID_8870",4
"VID_5419",5
"VID_17489",4
"VID_8279",5
"VID_15409",3
"VID_12316",5
"VID_23028",83
"VID_22861",11
"VID_18640",3
"VID_4791",3
"VID_17643",2
"VID_8960",3
"VID_17277",5
"VID_1142",4
"VID_2291",6
"VID_18073",3
"VID_6471",5
"VID_11220",4
"VID_9640",4
"VID_12639",3
"VID_22381",4
"VID_2645",4
"VID_8845",8
"VID_15276",3
"VID_22021",3
"VID_693",13
"VID_12970",3
"VID_5248",7
"VID_9509",11
"VID_16555",2
"VID_10571",4
"VID_2731",3
"VID_15444",7
"VID_6421",22
"VID_13557",6
"VID_8773",4
"VID_6701",4
"VID_18406",114
"VID_8785",4
"VID_16124",4
"VID_3871",31
"VID_20408",8
"VID_12905",7
"VID_6783",5
"VID_2339",4
"VID_1215",9
"VID_14010",5
"VID_481",4
"VID_8129",5
"VID_21034",5
"VID_12912",4
"VID_12209",3
"VID_20966",16
"VID_6999",3
"VID_13988",4
"VID_18646",3
"VID_3617",7
"VID_4820",3
"VID_8415",2
"VID_20736",2
"VID_92",8
"VID_6411",3
"VID_20019",11
"VID_9461",8
"VID_1666",2
"VID_12581",6
"VID_987",3
"VID_4873",2
"VID_547",6
"VID_9975",5
"VID_14877",3
"VID_23059",3
"VID_19413",3
"VID_23016",3
"VID_13635",18
"VID_2440",4
"VID_3725",5
"VID_8416",5
"VID_3486",5
"VID_3905",7
"VID_20728",6
"VID_11643",3
"VID_8171",2
"VID_3239",4
"VID_22342",6
"VID_12478",5
"VID_16335",11
"VID_3923",3
"VID_15545",5
"VID_19955",3
"VID_956",35
"VID_9170",3
"VID_22750",5
"VID_23002",53
"VID_19277",2
"VID_15369",4
"VID_16786",3
"VID_17733",11
"VID_16297",3
"VID_19",2
"VID_9714",6
"VID_14328",3
"VID_18332",19
"VID_7034",2
"VID_5570",4
"VID_13201",8
"VID_11911",5
"VID_6722",6
"VID_21949",5
"VID_17100",4
"VID_7615",9
"VID_21098",62
"VID_15697",4
"VID_4040",4
"VID_20235",3
"VID_13677",4
"VID_22847",116
"VID_391",13
"VID_4932",3
"VID_4042",3
"VID_13449",12
"VID_19078",11
"VID_1999",7
"VID_21860",13
"VID_7758",7
"VID_22131",9
"VID_14491",3
"VID_11950",4
"VID_1064",4
"VID_23433",4
"VID_12277",7
"VID_6882",4
"VID_12448",2
"VID_18150",3
"VID_22183",15
"VID_12255",5
"VID_4358",3
"VID_12107",4
"VID_12672",3
"VID_23108",2
"VID_355",3
"VID_4246",3
"VID_22760",7
"VID_9745",3
"VID_19886",52
"VID_8039",4
"VID_13771",5
"VID_13281",3
"VID_5495",5
"VID_7198",4
"VID_20048",3
"VID_18947",2
"VID_22570",4
"VID_8084",7
"VID_6151",4
"VID_12233",5
"VID_1341",33
"VID_98",2
"VID_8450",4
"VID_18591",6
"VID_18125",4
"VID_13043",3
"VID_22636",3
"VID_19837",10
"VID_9217",5
"VID_13984",8
"VID_13437",4
"VID_6975",4
"VID_11753",3
"VID_6243",3
"VID_11689",3
"VID_789",12
"VID_8207",3
"VID_9930",3
"VID_17221",3
"VID_13516",5
"VID_8226",5
"VID_6257",4
"VID_23751",3
"VID_20791",39
"VID_18157",12
"VID_3519",4
"VID_14773",3
"VID_18095",5
"VID_17158",4
"VID_7365",6
"VID_3391",3
"VID_19185",21
"VID_15272",3
"VID_1241",6
"VID_15732",4
"VID_11170",4
"VID_1596",9
"VID_21693",4
"VID_10002",4
"VID_1067",6
"VID_1943",5
"VID_4010",4
"VID_16636",5
"VID_21601",4
"VID_10452",4
"VID_15893",5
"VID_20288",4
"VID_6428",5
"VID_9707",2
"VID_1055",4
"VID_17699",3
"VID_3276",41
"VID_10743",2
"VID_7123",7
"VID_15214",4
"VID_8968",5
"VID_10050",4
"VID_18840",6
"VID_14891",4
"VID_21157",7
"VID_19703",12
"VID_12460",8
"VID_20800",4
"VID_11996",4
"VID_2636",3
"VID_20195",11
"VID_1536",4
"VID_19404",10
"VID_18903",4
"VID_6284",4
"VID_2180",3
"VID_11755",4
"VID_11834",5
"VID_16231",5
"VID_7444",4
"VID_21995",15
"VID_16899",4
"VID_4305",4
"VID_12767",4
"VID_15483",4
"VID_9841",22
"VID_12883",5
"VID_4971",2
"VID_15040",6
"VID_17252",4
"VID_11204",3
"VID_2528",2
"VID_2176",6
"VID_12896",4
"VID_6423",7
"VID_13726",5
"VID_15048",3
"VID_5992",4
"VID_21413",14
"VID_21392",2
"VID_9068",6
"VID_1422",6
"VID_13096",4
"VID_22465",4
"VID_23122",4
"VID_15438",4
"VID_14784",6
"VID_2966",12
"VID_22915",3
"VID_8335",3
"VID_20009",3
"VID_17514",4
"VID_4264",5
"VID_8710",6
"VID_16148",6
"VID_1478",8
"VID_2306",3
"VID_18523",2
"VID_14360",5
"VID_21511",4
"VID_22844",11
"VID_3331",5
"VID_1849",3
"VID_9644",3
"VID_4837",2
"VID_6656",5
"VID_8605",1450
"VID_2504",3
"VID_10313",3
"VID_23377",3
"VID_19717",3
"VID_17339",5
"VID_13263",4
"VID_372",3
"VID_11504",4
"VID_15322",6
"VID_5211",5
"VID_16431",6
"VID_10800",9
"VID_1928",11
"VID_18352",3
"VID_21173",9
"VID_18651",4
"VID_13041",4
"VID_16255",4
"VID_14045",8
"VID_15832",4
"VID_7662",3
"VID_15358",3
"VID_22848",61
"VID_9218",4
"VID_6971",3
"VID_21655",4
"VID_2376",3
"VID_198",3
"VID_1792",5
"VID_14301",3
"VID_23321",2
"VID_4321",5
"VID_16531",3
"VID_20177",2
"VID_8666",223
"VID_4658",2
"VID_21710",25
"VID_794",4
"VID_858",17
"VID_8562",3
"VID_18372",4
"VID_8247",11
"VID_19567",2
"VID_18705",27
"VID_8254",7
"VID_19231",5
"VID_6682",4
"VID_16577",8
"VID_13223",4
"VID_22654",4
"VID_18366",2
"VID_1447",8
"VID_11320",6
"VID_8271",6
"VID_8642",9
"VID_12741",4
"VID_19830",3
"VID_7955",2
"VID_345",2
"VID_4911",3
"VID_3416",4
"VID_22539",2
"VID_8390",3
"VID_15756",4
"VID_22415",8
"VID_9494",3
"VID_14199",4
"VID_6142",5
"VID_6684",6
"VID_17663",3
"VID_19477",4
"VID_21741",10
"VID_5307",3
"VID_11134",4
"VID_12317",6
"VID_17732",12
"VID_469",4
"VID_11163",5
"VID_18245",7
"VID_2153",3
"VID_10495",4
"VID_21002",3
"VID_21284",13
"VID_6717",4
"VID_20625",2
"VID_14738",6
"VID_13496",2
"VID_776",6
"VID_15356",3
"VID_19523",2
"VID_1260",4
"VID_3669",4
"VID_13814",8
"VID_22985",6
"VID_17347",4
"VID_2445",3
"VID_15546",5
"VID_13690",4
"VID_7695",3
"VID_8698",3
"VID_1734",9
"VID_12054",3
"VID_12077",4
"VID_11877",4
"VID_14346",11
"VID_22859",8
"VID_18171",13
"VID_6056",3
"VID_23",2
"VID_16995",3
"VID_3675",5
"VID_15712",3
"VID_14876",8
"VID_15311",4
"VID_10063",5
"VID_3325",3
"VID_21505",4
"VID_6740",3
"VID_7423",4
"VID_6031",3
"VID_19432",3
"VID_13927",18
"VID_19148",11
"VID_1633",4
"VID_6960",4
"VID_15782",2
"VID_9885",4
"VID_4964",5
"VID_1028",7
"VID_18823",137
"VID_6402",4
"VID_10820",3
"VID_2459",2
"VID_5972",4
"VID_8662",41
"VID_1120",9
"VID_20963",16
"VID_3819",4
"VID_16462",3
"VID_21625",6
"VID_5778",5
"VID_23398",3
"VID_14988",5
"VID_12493",3
"VID_22121",10
"VID_7491",4
"VID_17630",12
"VID_17285",5
"VID_11704",4
"VID_3365",5
"VID_6964",4
"VID_717",25
"VID_2473",4
"VID_3495",5
"VID_3316",3
"VID_15796",3
"VID_16469",4
"VID_17343",3
"VID_13456",6
"VID_5004",4
"VID_18271",2
"VID_11172",3
"VID_7396",4
"VID_16860",4
"VID_14001",4
"VID_7692",5
"VID_21759",6
"VID_12626",4
"VID_21365",6
"VID_8532",2
"VID_8938",4
"VID_9336",3
"VID_21746",2
"VID_13118",4
"VID_3785",9
"VID_4853",4
"VID_22834",13
"VID_14847",10
"VID_10739",5
"VID_10350",3
"VID_17201",4
"VID_6511",3
"VID_9110",5
"VID_19685",6
"VID_15937",2
"VID_12313",4
"VID_9544",3
"VID_18710",4
"VID_960",4
"VID_21647",13
"VID_18583",4
"VID_17629",6
"VID_10394",4
"VID_11449",3
"VID_2624",3
"VID_10449",3
"VID_6929",5
"VID_1828",8
"VID_16532",2
"VID_1229",8
"VID_7989",7
"VID_11165",3
"VID_15353",3
"VID_14120",10
"VID_16126",3
"VID_15597",4
"VID_23366",2
"VID_4015",5
"VID_5685",4
"VID_7352",5
"VID_17196",4
"VID_18503",3
"VID_20930",3
"VID_12954",4
"VID_8561",3
"VID_8414",2
"VID_16507",4
"VID_3806",2
"VID_1088",6
"VID_20257",4
"VID_12023",4
"VID_10680",126
"VID_11458",3
"VID_1652",6
"VID_22257",6
"VID_19525",6
"VID_5329",4
"VID_14047",3
"VID_15909",4
"VID_22501",57
"VID_15486",3
"VID_21796",5
"VID_16526",4
"VID_8496",7
"VID_14577",4
"VID_19280",3
"VID_2580",3
"VID_21330",7
"VID_13495",4
"VID_10875",3
"VID_3377",5
"VID_11569",4
"VID_7836",5
"VID_19623",3
"VID_9449",9
"VID_22312",12
"VID_8025",4
"VID_8991",4
"VID_6564",4
"VID_14750",5
"VID_11548",6
"VID_22574",3
"VID_21037",10
"VID_13157",2
"VID_120",11
"VID_10183",26
"VID_22419",3
"VID_7851",4
"VID_21389",7
"VID_15316",4
"VID_14140",4
"VID_22818",5
"VID_729",11
"VID_9334",3
"VID_18805",6
"VID_19543",3
"VID_20686",13
"VID_1253",3
"VID_2186",16
"VID_4858",4
"VID_2671",4
"VID_3328",5
"VID_7107",5
"VID_4159",3
"VID_12587",3
"VID_9820",12
"VID_12797",4
"VID_13228",3
"VID_16652",4
"VID_15081",5
"VID_5966",4
"VID_694",4
"VID_23068",3
"VID_9868",2
"VID_6174",4
"VID_13012",7
